id,relevance
1,1.9904761393862467
4,1.939353129641606
5,2.4055914770204385
6,2.761578564899726
7,2.3254543081790224
8,2.229006378591814
10,2.689333246101635
11,2.6881885001947476
12,2.082309227443803
13,2.7190921517852336
14,2.746692697102295
15,2.3919031759585243
19,2.3937742041749126
22,2.4055914770204385
24,2.5054083645306275
25,2.158037828495824
26,1.9904761393862467
28,2.387351005405716
29,2.237385055175244
30,2.220522438493546
31,2.6549854989667856
32,2.691120446359471
33,2.2185166280515096
36,2.181272454940729
39,2.3160316001326295
40,2.688597848487251
41,2.1403507267427164
42,2.3766138667939414
43,2.7483296482972293
44,2.3713158680993285
45,2.5780970232861296
46,2.3760452934803267
47,2.185733494842921
49,2.446175028253333
50,2.500613971162723
52,2.4025167509926386
53,2.3559682962808957
54,2.3776649605109026
55,2.5799503788416867
56,2.763378130406477
57,2.220457322347203
58,2.2891958976039732
59,2.2397139032436186
60,1.9234325585321046
61,2.3152638890059825
62,2.3704228942985304
63,2.7528658379384123
64,2.6781472408982974
66,2.7503766419898112
67,2.3582277239642884
68,2.118629419703436
70,2.144533320110099
71,2.3381506863671455
72,2.1363635355763937
73,1.9238080673065991
74,1.9733038858849183
76,2.1167973464544083
77,1.9733038858849183
78,2.122182618613129
79,2.1363635355763937
80,1.9733038858849183
82,2.3475392545515406
83,2.3473924360826888
84,1.9169706172017666
86,2.324063652769995
87,2.6725784113046225
89,2.353918062778928
91,2.302318614068944
93,1.9165298077401682
94,1.9703408506545663
95,1.9229191784177107
96,2.1363635355763937
97,1.9703408506545663
98,2.1874019223528363
99,2.1363635355763937
100,2.7601054359991646
102,2.3472814298985294
103,1.9703408506545663
104,1.9703408506545663
107,2.691120446359471
108,1.9703408506545663
109,2.6174802724749098
110,2.352434710515955
111,2.3440031868703772
112,2.1893394874329966
115,1.6845832482179968
116,2.3681691806143195
118,2.691120446359471
119,2.4257204032030932
121,2.35568557784326
124,2.375556070621175
126,2.3897215535835867
128,2.2762071017237235
129,2.3712313237870615
130,2.3897215535835867
131,2.3072186453468166
132,2.323415990350531
133,2.730228031954467
134,2.0342246084054874
135,2.2313190709952915
137,2.358960303363347
139,2.4082703547859166
140,1.9514111132702814
141,2.2228071632880577
142,2.246525170429173
144,2.677963705630414
145,2.763378130406477
146,1.6875306483755754
148,2.130453135218877
151,2.37783021850911
152,2.2601760198352614
153,2.50710803391175
154,2.1536682520437873
155,2.2564203941426704
156,1.9997683224149323
159,2.1446045194243575
160,2.261270922991039
161,2.356428331236088
163,2.558409629315274
167,2.508762506876211
168,2.3734407409811737
169,1.9450188817827037
170,2.6731685686867475
171,2.7111629095709966
173,2.2927829017349923
174,2.2227358826265435
175,2.426122562846304
176,2.031105262732149
180,2.2369173944627763
183,2.336110609794444
184,2.265618363067858
185,2.265618363067858
187,2.3942962497351483
188,2.5114182920020895
189,2.1276098910592802
190,2.258281000410402
192,2.447413689115625
194,2.45878019976605
196,2.162762468504982
197,1.9354620254097072
198,2.6721252765056778
199,2.6721252765056778
200,2.6819130280494763
204,2.7560151951328193
206,2.5877337164416594
207,2.4053236918284533
208,2.3030077636482797
209,2.2332985582208593
211,2.351202592324414
212,2.2856096172239195
213,2.612043477281297
216,2.3031042555314225
217,2.311260966841674
218,2.3611942216467807
219,2.349446224302538
220,2.351807173140024
221,2.344871456704886
222,2.3515729895265465
224,1.686015811825812
225,2.3030033192038353
228,2.4053236918284533
229,2.363089270031824
230,2.7554918201648615
231,2.28831514441509
232,2.28831514441509
234,2.6853184901595153
235,2.6853184901595153
236,2.3542109197218393
237,2.3596709382808987
238,2.757653653653811
239,2.2527933643241758
240,2.2991966983854772
242,2.7572544867805084
243,2.363502765662923
244,2.37148946047387
246,2.496937285981337
247,2.357497212931875
248,2.2287712742157337
249,2.377596731923676
250,2.2287712742157337
251,2.3769841878259164
252,2.3755735590130342
253,2.123183549611846
254,2.2416334793881676
256,2.506121250088127
258,1.9461274694898296
260,2.259719309845124
262,2.1498012384507605
263,2.367884257369944
264,1.9461274694898296
265,2.1232862934717653
267,2.7366521923548013
268,2.337995180394875
269,2.235528359740738
271,2.3034522638741928
273,2.4590098505370004
274,2.3411704333186947
277,2.4058662846314833
278,2.0609872526169424
279,2.175721199424246
280,2.3882829499901885
281,2.762489241517588
282,2.762489241517588
283,2.6082321531733084
285,2.6724274987278998
286,2.378284304938518
287,1.9440512117044453
288,2.4664053817442078
289,2.4664053817442078
291,2.3487319274128327
292,2.3487319274128327
295,2.4693571842466837
296,2.4693571842466837
298,2.364744403809513
299,2.373965195612141
300,2.359618909192586
301,2.730479569916789
302,2.6606662190394914
303,2.0090817627571287
304,2.200225504403216
306,2.3664272434077187
307,2.2825448139140154
308,2.3885358373827117
309,2.2950723810164595
310,2.3765238541940397
311,2.490021489677766
312,2.6910092587746575
313,2.3763722122056317
315,2.4561644835834513
316,2.358669607241581
317,2.3623270524831064
320,2.37763334409817
321,2.654180585274338
322,2.671946488433502
324,2.7453616615739547
325,2.7385211712128203
326,2.3276143561424805
328,2.711728250964724
329,2.3304197249249903
330,2.3383207856577193
332,2.3817199690176145
333,2.3514070171747394
336,2.3558628243739466
337,2.6752978634573052
338,2.762489241517588
339,2.2438495443738895
342,2.682838102616926
344,2.235620194024537
345,2.3842304432332067
348,2.7500339017964164
349,2.750803093203333
352,2.359062223673889
353,2.6788176605729523
356,2.3528845108441327
357,2.6896756946930784
358,2.6535226447882474
360,2.4119815056267346
362,1.6907537165877171
364,2.6784967404559987
366,2.741704080521841
367,2.691614239272167
368,2.2167085871633447
369,2.3727948389258113
370,2.760712945221292
371,2.7500339017964164
372,2.33687016632005
376,2.3941269208075657
377,2.7475818498978595
378,2.760712945221292
379,2.541219214422652
380,2.183308946261053
381,2.6769417575627505
382,2.2840042197382626
383,2.1657990624299615
384,2.6862972790079946
386,2.6769417575627505
387,2.6769417575627505
388,2.6769417575627505
390,2.306514310947035
391,1.872911718798916
392,2.7346869834557554
393,2.121221621572893
394,1.6161643576673195
395,2.736253851161422
396,2.3616118401336323
398,2.301208065156949
399,2.7395870244638094
404,2.5891533319942206
405,2.736253851161422
406,2.736253851161422
409,2.4229446512249426
410,2.3835199575979136
412,2.6838721614998664
414,2.288501108238298
415,2.1788197396713462
416,2.4867194873043634
417,2.1788197396713462
419,2.208025807298725
420,2.5492734761306273
423,2.3088135548345794
424,2.4714830397950283
425,1.6281122073635819
426,2.6881718459902175
427,1.9386017797834723
428,2.4119815056267346
429,2.2632752504996905
430,1.9386017797834723
431,2.676877091195682
432,2.4007267141616437
433,2.417910664193172
434,2.3627109545877407
435,2.246271580602311
436,2.3990709894910034
437,2.7237913379500847
438,2.714501835675902
439,2.7309436097088082
441,2.40726533882498
442,2.4007267141616437
443,2.380213491412862
448,2.343605570075219
449,2.40726533882498
450,2.3587133682165753
